userid,1,2,3,4,5,6,7,8,target
C-2022-1_U30,,,"""The number of comparisons for each sort is confusing, such as why the number of comparisons can be determined by the formula, so I would like to review and understand each one by reading the materials again.""",,,,,,-3
C-2022-1_U32,,"""I learned how heapsort, mergesort, and binary search work""",,,,,,,-3
C-2022-1_U33,"""・Explanation of heap sort and merge sort and specific method of calculation
・Summary of sorting algorithms
・About Binary Search""",,,"""Nothing in particular.""","""It was good to learn that there are various types of algorithms and that each has its own characteristics and meanings. I would like to continue practicing and be able to solve computational problems on my own.""",,,,-3
C-2022-1_U34,,,,,"""I'm not good at mathematics, so explanations using symbols are quite difficult to understand. I'd like to come across more examples so that I can digest them in my own mind.""",,,,-3
C-2022-1_U35,,"""I was able to understand various sorting methods and mechanisms. I also understood a little about the number of comparisons.""",,,"""I felt that it was getting more and more difficult. I feel like I've learned a little bit about algorithms and can imagine what kind of calculations the program is doing.""",,,,-3
C-2022-1_U37,"""There are many kinds of sorting algorithms.""",,,,,,,,-3
C-2022-1_U38,"""The act of comparing and rearranging two numerical sequences from the beginning is called merge sort. By dividing one numerical sequence in half and comparing the halves repeatedly, it is possible to sort them. If they are next to each other, there is a way to check whether an element is included in the set of sequences, and that is binary search, which shortens the time it takes to search by comparing in half the places. can be done.""","""mergesort
Information retrieval
linear search
binary search""","""Detailed mechanism of each""",,,,,,-3
C-2022-1_U4,,,,,"""I really appreciate how you repeatedly emphasized the important points. Heapsort is difficult and I would like to be able to do it.""",,,,-3
C-2022-1_U41,,"""How to do binary trees, about heaps and merging""",,,,,,,-3
C-2022-1_U42,"""・About Heapsort
・About merging
・About the merge sort algorithm
・Comparison sorting algorithm
・About information search""",,,,"""I was very surprised to learn that bi-minute search of text using suffixes was announced in 1991, as it is called 'digression' on the last slide. . It is very interesting that there seems to be a lot of information worlds that we do not know yet, such as information retrieval and calculation methods, and the communication method used in A. """,,,,-3
C-2022-1_U44,"""I learned the difference between heapsaw and mergesort, their characteristics, the advantages of binary search, etc.""","""Binary search is efficient""",,,,,,,-3
C-2022-1_U45,,,"""Nothing in particular""","""Nothing in particular""",,,,,-3
C-2022-1_U46,"""・Binary tree: a rooted tree in which each node has at most two children
・Binary tree sorting … Compare Ai (i = 2, 3, …, n) with the value of the current node,
　　　　　　　　Ai is smaller → left
　　　　　　　　Ai is larger → right
→ If the size of the input sequence is n, in the worst case the number of comparisons is n(n-1)/2
・Passing order: Read the node values ​​in the order of the left child, self, and right child

・Heap: A binary tree with n nodes and h height
　　　　　There are exactly 2^d nodes with depth d(0=<d=<h-1), and there are n-(2^h-1) contacts with depth h from the left. The total number of contacts up to depth h-1 is (2^h-1).
　　　　II Any node value is less than or equal to the value stored in its parent.
・Heap sort…① Construct a binary tree so that it is always a heap
　　　　　　　　While fulfilling II, add the left child and then the right child in order
　　　　　　　　② From the heap completed in ①, delete the nodes one by one while arranging the numbers
Take a number from the root, store the last number in the root, and replace it with the larger child until II is satisfied. (root = top, leaf = bottom)
→ When the size of the input sequence is n, the number of heapsort comparisons does not exceed 3nlog2n
　1 time for each comparison with the parent in ①
　Twice each time the left and right children are compared in ②
→Heap height of n nodes does not exceed log2n

・Merge sort … output one sequence sorted from two already sorted input sequences
　　　　　　　　Compare the two sequences from the beginning and store the smaller one in a new array
→In order to merge sequence A of size n1 and sequence B of size n2, at most n1+n2-1 comparisons are required.

・Merge sort: O(nlogn) time
・Heapsort: O(nlogn) time
・Binary tree sort: O(n^2) time
・Bubble sort: O(n^2) time
・Selection sort: O(n^2) time
""","""I was able to understand the order notation better than last time. Thank you for your explanation.""","""I didn't understand much about heapsort and mergesort times, so I thought I'd give it a try and understand.""","""Not yet""","""I got a perfect score on the quiz today, so I'll do my best while reviewing the assignments so that I can get all the answers right next time.""",,,,-3
C-2022-1_U47,,,,,"""The calculations are getting complicated, so I want to study hard and prepare for the test.
""",,,,-3
C-2022-1_U48,,,"""I wondered what a binary tree was.""",,,,,,-3
C-2022-1_U49,"""There are several ways of sorting, but you should choose and devise a way of sorting to reduce the amount of calculation as much as possible.""","""There are five sorting methods. Comparing the computational complexity of sorting algorithms, logn-related is overwhelmingly faster than n-squared-related, especially when n is large.
The number of leaves of a comparative tree of height h is at most 2 raised to the power of h. I didn't really understand Exercise 3 last time, but I understood it by looking at the supplement. ""","""Exercise 2 of 2""",,,,,,-3
C-2022-1_U50,"""・The merge sort algorithm is an algorithm that sorts elements with O(nlogn) comparisons, similar to heap sort, and is simple because it does not use a binary tree.
・Merge is an operation to output one sorted number sequence from two already sorted input number sequences.
・In order to merge a sequence A of size n1 and a sequence B of size n2, at most n1+n2-1 comparisons are required.
・When element comparison is performed once, one element is always output.
・The size of the final output sequence is n1 + n2, and the last remaining element has no comparison partner, so the number of comparisons is at most n1 + n2 − 1 times
・The maximum number of comparisons (n1+n2−1) occurs when the values ​​in sequence A and B appear alternately from the smaller one.
• A comparison sorting algorithm can be represented by a decision tree and is the order, or algorithm, in which elements are compared.
• The number of comparisons of the algorithm for the number of inputs A is equal to the number of edges from the root of the decision tree to the leaf (solution for A).
・The number of worst-case comparisons of the algorithm is equal to the height of the decision tree.
- The number of comparisons in the comparison sorting algorithm is less than or equal to the minimum height of a binary tree with at least n! leaves. """,,,,"""・The internet was not working well, and there were occasional team malfunctions.
・Since the chapter on calculation is over, I want to remember to review it.""",,,,-3
C-2022-1_U51,"""In addition to bubble sort and heap sort, there is also merge sort""","""Mergesort is the one that moves neighboring permutations from small ones to large ones""","""I didn't really understand comparison sorting""",,"""Sorry for being late""",,,,-3
C-2022-1_U52,"""The total number of comparisons between the first stage and the second stage when n input sequences arranged in descending order are sorted in ascending order using heapsort
→2n[log2(n)]+n-1
∵The first stage is n-1 comparisons (one comparison with each parent)
  The second stage is at most 2n[log2(n)] comparisons (after taking out the number of roots, the smaller value goes into the root. The height of the heap is at most [log2(n)], so a total of 2n[log2 (n)]

Merge sort: An operation that outputs one sorted sequence from two already sorted input sequences
・In order to merge sequence A of size n1 and sequence B of size n2, at most n1+n2-1 comparisons should be performed.
・In the merge sort, the sum of the lengths of the divided sequences is always n → the sum of the number of comparisons of the elements in each stage does not exceed n.
・The number of stages of merge sort is at most [log2(n)]
・Therefore, the number of comparisons in merge sort is at most n[log2(n)]

・Since the comparison sorting algorithm can be represented by a decision tree, the order of comparing elements is the algorithm.
・The number of comparisons of the algorithm for the input sequence A is equal to the number of edges from the root of the decision tree to the leaf (solution for A) → The number of comparisons in the worst case of the algorithm is equal to the height of the decision tree.
・The number of comparisons in the comparison sorting algorithm is greater than or equal to the minimum height of a binary tree with at least n! leaves.

Information retrieval is the process of retrieving information that matches a purpose from a large amount of data.
→One of the methods to perform information retrieval at high speed is to sort the data in advance and then perform a binary search.

if the elements in the set are not aligned
→ Find elements from the beginning: Linear search → In the worst case, you have to compare elements n times.
time complexity is O(n)
if the elements in the set are aligned
binary search → the number of binary search steps for a set of n elements does not exceed log(n)
The time complexity of binary search is O(log(n))
Overwhelmingly early!
→ Binary search for keywords can be done in the same way
If the number of elements in keyword set K is n, the number of binary search steps does not exceed log(n)
If the length of the pattern string p is k, each step performs at most k character comparisons.
→ Therefore, the time complexity is O(klog(n))

A binary search in a text string yields the same result.""","""We confirmed that binary search is much faster than linear search.""",,,"""It was fun to get to know the behind-the-scenes of Google and other search engines that I always use. I could really feel that the classes were connected to my daily life.""",,,,-3
C-2022-1_U53,,,,,"""I was impressed to learn about the behind-the-scenes methods of web searches that I usually use to get results faster.""",,,,-3
C-2022-1_U54,,"""I found that there are many kinds of sorting, and I can use the one that sorts the fastest of each.""","""It gets confusing when log calculations appear.""",,"""The content of the sort was difficult at first glance, but it was good to see that it was actually useful when understood.""",,,,-3
C-2022-1_U56,"""In addition to the previous content, sorting includes heap sorting, merge sorting, etc. The height of these heap trees and the number of comparisons can be obtained from the algorithm.
Information retrieval is to extract what matches the purpose from a large amount of data. Linear search is a method of searching for items that match the conditions from the beginning, but it takes time, and binary search, which compares elements in the middle, can greatly improve efficiency. """,,"""I didn't quite understand how to derive the number of comparisons and the number of stages for sorting using a calculation formula using log.""",,"""I felt that the content of the work and the calculation formulas were getting more and more difficult. I want to be able to deepen my understanding by doing proper preparation and review.""",,,,-3
C-2022-1_U58,,,,,"""I don't really understand the binary search for the next text, so I'd like to do some homework.""",,,,-3
C-2022-1_U6,"""Among the sorting algorithms, heap sort is faster than other sorts at O(nlogn) time when comparing the computational complexity in order notation because the value of any node in the binary tree is less than or equal to the value stored in its parent. Also, 2 There is also a method of dividing into two alignments without using a progression tree, then merging (integrating) and aligning them, which is called a merge sort algorithm.This comparison sort algorithm narrows down candidates by comparing two elements. It uses a decision tree approach and always requires O(nlogn) comparisons.
Information retrieval is the process of retrieving information that matches a purpose from a large amount of data such as web searches. Random linear search takes too much time, but binary search is a method that searches for aligned elements from the middle, the search range is halved, and the time complexity is O(logn). get faster. """,,,,,,,,-3
C-2022-1_U61,"""Contents that are becoming more and more obscure""","""Binary tree naive sorting and heap sorting can make a huge difference in speed""",,,,,,,-3
C-2022-1_U63,,"""Linear search is very labor intensive and takes a long time, but binary search allows you to find information faster because it divides more and more.""",,,,,,,-3
C-2022-1_U65,"""I learned how to make a heap sort. In the first stage, a binary tree is constructed to form a heap with the input numbers. When the heap is complete, delete nodes one by one and sort the numbers until all When the action is over, the sorting is completed.It is difficult to explain in words, but it is easy to understand by drawing a diagram.In addition, the number of comparisons in heap sort is the number of comparisons when the size of the input sequence is n. does not exceed 3nlog2(n).For this reason, compared to a simple binary tree, heapsort has fewer comparisons (specifically, from when it exceeds 38), and the computation time is overwhelmingly short and efficient. The computation time of heapsort is O(nlogn), but the same type of algorithm is mergesort, which is simpler because it does not use a binary tree. A simple procedure is to perform sorting and then merging, which is the process of outputting one aligned sequence from two already-aligned input sequences, and sorting (dividing) first. and then merge them in order to complete the alignment.
Here, the number of comparisons of the comparison sorting algorithm always requires O(nlogn) comparisons. Therefore, heapsort and mergesort are algorithms that minimize the number of comparisons.

Information retrieval is the process of retrieving information from a large amount of data. There are linear search and binary search methods for this information retrieval, but binary search is preferable for higher speed. Binary search is a method that sorts the data in advance and then compares the objects. You can see the importance of sorting here. The number of binary search steps for n elements does not exceed log2(n). Keywords can be sorted lexicographically in the same way as numbers in binary search. In both cases, it is possible to search overwhelmingly faster than linear search. ""","""I was able to understand the concrete method of heapsort and the mechanism of mergesort.
It was also interesting to discover that sorting plays an important role in information retrieval, and that sorting can be used in this way. """,,,"""Sorting came out in information retrieval, and I felt that I had a deeper understanding by knowing a concrete example that what I had done so far was useful for this kind of thing.
Heap sort and merge sort are easy to understand when you actually write them on paper and practice them. """,,,,-3
C-2022-1_U67,"""Sort using binary trees, heapsort, mergesort, and binary search.""","""I figured out how to sort each one, and found that the complexity is n*logn, no matter how small.""","""I couldn't figure out how many times it would be at most. I just memorized it instead of thinking about it.""","""Nothing in particular.""","""I think it's important to actually try and understand what's covered in this article, because it's only by listening that I can understand what's going on. , I thought that Google Sensei was great after all, knowing that it was sorted quickly with as few steps as possible.""",,,,-3
C-2022-1_U68,"""Merge is the operation of outputting one aligned sequence from two already aligned input sequences, dividing the input sequence into smaller sequences and merging the aligned smaller sequences to input An algorithm that obtains the result of sorting a number sequence is called a merge sort algorithm.""","""If the number of nodes is n, the number of comparisons in heapsort does not exceed 3nlog2(n), and the height of the heap does not exceed log2(n). Like heapsort, it takes O{nlog(n)} comparisons to Algorithm to align .""",,,,,,,-3
C-2022-1_U69,"""Sorting using a binary tree changes the calculation time depending on how the input sequence is arranged, so it is better to use heapsort, which constructs a binary tree so that it is always a heap. output one sequence sorted from two input sequences) is O(nlogn), but it is impossible to sort faster than this.
When searching the Internet, it is faster to find a keyword using binary search. """,,,,"""I understood that binary search is faster than linear search, but I couldn't imagine being able to instantly obtain necessary information from countless sites with only keywords, and I thought it was strange. """,,,,-3
C-2022-1_U7,"""Heapsort satisfies the condition that the value of any junction is less than or equal to the value stored in the parent. Merge sort is a method of outputting a new number sequence from already sorted number sequences. take things out.""","""It was easy to understand how heapsort sorted.""","""I still don't quite understand the number of comparisons in the comparison sorting algorithm.""",,"""There are various ways to arrange numbers, and heap sorting is easy to understand and the exercise was fun.""",,,,-3
C-2022-1_U70,,,,,"""This class had a lot of mathematical formulas, so it felt like a math class. I did a lot of preparation and review before the class, so I was happy that I was able to understand the content without too much trouble. It seemed that I would not be able to master it unless I took it and actually moved my hands, so I wanted to do my best with the exercises.""",,,,-3
C-2022-1_U71,,,"""is greater than or equal to the minimum height of a binary tree with n! leaves (?)""",,"""Tests are starting for other subjects, so I'll do what I can while I can.""",,,,-3
C-2022-1_U73,,"""Until now, I didn't know why I was learning sorting, but when I learned that sorting was used for information retrieval, it made sense all at once.
The time complexity of binary search is at most klogn, which is faster than kn of linear search. Information retrieval is the process of retrieving a desired object from a large amount of data.
A heap is one whose node value is less than or equal to the value stored in its parent. ""","""Why does merge sort divide a sequence using the smallest integer greater than or equal to z for any real number z? I don't understand Stirling's formula.""",,"""Until now, I couldn't imagine what it would be used for, but now I finally understand how sorting is used.
I understand the general content, so I want to acquire it firmly by solving the exercises and organizing it with LGC.
""",,,,-3
C-2022-1_U74,,"""Binary trees look complicated at first glance, but once you understand them, they can be done quickly. When I looked at them in order, I found them very different and interesting.""","""It seems okay, just get used to it?""","""Nothing in particular""",,,,,-3
C-2022-1_U75,"""A binary tree that satisfies certain conditions is called a heap. There is a limit to the height of a heap. A Merseysort algorithm is a simple algorithm that does not use a binary tree. Information retrieval is the process of finding a purpose from a large amount of data. Take out what matches.""","""This was the last episode of B, so there were a lot of words, but I was able to review and organize them.""","""It was confusing because there were many similar words.""",,"""There were a lot of terms in B, but it ended unexpectedly quickly, so I want to review it thoroughly.""",,,,-3
C-2022-1_U76,,,"""In merge sort, it seemed inefficient because it compares after splitting once.
""",,"""I've looked into binary search before, but I'm not sure how to calculate the number of comparisons.""",,,,-3
C-2022-1_U77,,,,,"""Many of the contents were abstract, and I felt that I did not fully understand them. I carefully reviewed the meaning of words and the meaning of formulas one by one, and tried to review them so that I could explain them in my own words. .""",,,,-3
C-2022-1_U78,"""Merge sort decomposes, sorts, and merges (integrates) the input sequence. It is simple because the number of comparisons is O(nlogn) and it does not use a binary tree.
Binary search is overwhelmingly fast in O(logn) and is used in web search. ""","""I was able to sort according to the procedure of merge sort.""","""What is a decision tree T with at least n! leaves?""",,"""I thought that more convenient algorithms would be developed one after another.""",,,,-3
C-2022-1_U79,,,"""Since the tree structure of the heap is not well understood, I know that the depth will be shallow, but I am still not sure about the time complexity.""",,,,,,-3
C-2022-1_U81,"""About various sorts""","""Mechanisms for mergesort and binary trees""",,,"""It's hard to memorize all the things that come up, so I want to organize them in my own way and prepare for the test.""",,,,-3
C-2022-1_U82,,"""I found that nlogn is involved in various sorts, and that it can be calculated very quickly compared to the order of n or n-square. I realized that the binary search method is used in Google searches that we use every day, and that it is a method that can significantly reduce the search time compared to the linear search method. I understand.""","""Since nlogn appears in various places, I will quickly relearn the parts that I do not fully understand yet, and I will do my best to deepen my understanding of the computational complexity of sorting. Also, in Unit B, I will discuss several types of nlogn. Now that sorting has been introduced, I would like to be able to actually sort things and explain sorting in my own words by solving the exercises on my own.""",,"""I have almost finished the lecture of unit B, but I have learned various sorting and search methods so far, so there are many parts that I haven't been able to organize in my head. Use LGC and BR-MAP to organize your knowledge. There are some sorts with improved computation time, and many sorts that are not, but it is precisely because some sorts have the disadvantage of being computationally expensive that there is a better way to improve them. I thought it was invented, and it makes me really happy to think that it is thanks to researchers in the past who created such a wonderful method that our lives are so convenient. """,,,,-3
C-2022-1_U83,"""Thought about various ways of sorting""",,,,,,,,-3
C-2022-1_U84,"""Today was also an introduction to how to sort numbers.
It was reasonable and easy to understand. """,,,,,,,,-3
C-2022-1_U85,,"""Binary search is fast, computational complexity is small, number of stages of merge sort is at most (log2N)
""","""Method of calculation""",,"""The calculations are getting more and more difficult, so I want to review them thoroughly and organize my mind.""",,,,-3
C-2022-1_U86,"""Two Sorts and Binary Search""","""It turns out that there are many different types of sorting.""",,,,,,,-3
C-2022-1_U87,"""In today's class, we learned about sorting using binary trees, heap sorting, and so on. We learned that sorting makes it possible to minimize algorithms.""","""What I learned in today's content was learning methods for minimization, such as sorting using a binary tree, and learning that the algorithm can be minimized by placing small numbers on the left and large numbers on the right. """,,,,,,,-3
C-2022-1_U89,"""This time, we learned about sorting using binary trees, heap sorting, merge sorting, etc. By the way, heap sorting is a type of sorting using binary trees, and it is more efficient. Binary trees. is a rooted tree where each junction has at most two children, the value of the child to the left of the junction is less than the value of the junction, and the value of the junction is less than the value to the right of the junction. The disadvantage of is that the computation time varies depending on the arrangement of the input sequence, that is, it depends on the depth of the completed binary tree.Depending on the contents of the sequence, the number of comparisons may be enormous. A heap is a binary tree with n points of contact and height h. There are dth power of , and there are n-(2^h-1) nodes with depth h from the left, and the value of any node is less than or equal to the value stored in its parent. The computational complexity of heapsort becomes shorter as the sequence length increases.On the other hand, merge There is something called sorting.Since it does not use a binary tree, it has a simple design.By dividing the input sequence into more sequences and merging them after they have been sorted, the first input sequence is It obtains an ordered result.It is created by recursively dividing and merging.Binary search method is to divide the sequence into two parts and search for the one that meets the search condition from among them. It is used for keyword searches, etc.""","""I was able to learn about the types of sorting. I think I was able to understand both heap sorting and merge sorting if I represented them graphically. Also, the amount of computation varies greatly depending on the type of sorting. By doing so, I was able to learn that the advantages and disadvantages of each sort can be used for different purposes.""",,,,,,,-3
C-2022-1_U9,"""Merge sort that divides the number sequence until it becomes one number and integrates (merges) in ascending order
Binary search, which finds out where a certain number is in the sequence","""When doing a binary search, sort the elements of the sequence in either ascending or descending order.""",,,"""When I try to draw a marker on a textbook, the line extends to an unintended part, or the marker disappears even though I drew it.""",,,,-3
C-2022-1_U90,"""When a binary tree with n nodes and h height satisfies two conditions, the tree is called a heap. When the input sequence size is n, the number of heapsort comparisons does not exceed 3log base 2n.""",,,,,,,,-3
C-2022-1_U91,"""If numbers and strings are arranged regularly, it will be easier to find them.""","""If the above conditions are met, at worst the number of checks will be halved""","""About suffixes""","""About suffixes""","""Binary search is important for fast processing of information""",,,,-3
C-2022-1_U92,"""Binary tree naive sort and Hipsort, when n=38, Hipsort outperforms binary tree naive sort in the worst number of comparisons""","""Understood about Hipsort and MagiSote""",,,"""I was happy because I got a perfect score in the quiz""",,,,-3
C-2022-1_U93,,,"""Last slide of Mergesort""",,"""I thought the merge sort method was the easiest to understand.""",,,,-3
C-2022-1_U94,"""Merge the operation of inputting one ordered number sequence from the already input number sequence. The comparison sorting algorithm can be represented by a decision tree.""","""The number of comparisons in a comparison sort is at least the minimum height of a binary tree with N! leaves""",,,"""Today was the hardest time for me to understand.""",,,,-3
C-2022-1_U96,"""Heapsort is a method of reading numbers in passing order using a binary tree and arranging the numbers. The drawback is that the calculation time changes depending on how the input sequence is arranged. When the binary tree satisfies two conditions, it is It is called a heap.It is a condition of the first stage and the second stage.A method of dividing a long number sequence into two, aligning them, comparing them from the beginning and outputting a character string is called merge sort.After aligning, it is called merge sort. , a method of efficiently examining elements using inequality tests is called a binary search method.""","""Practice 1
     Ten
        5 20
    3 7
 1 6 8
                   9 In order of passing, 1,3,5,6.7.8,9,10,20

Exercises
1. Division 8,2,10,1 9,7,5,6,4
              1,2,8,10 4,5,6,7,9
       Merge 1, 2, 4, 5, 6, 7, 8, 9, 10 7 times

Exercise 1 · 3 times yes
　　　　　　　　　・3 times no

　　　　　　　　　

""","""Exercise 2

""","""Is it correct that the beginning of the binary search should be compared from the middle of the sequence?""","""I'm glad I finally understood heapsort. I want to know more about computation and search time.""",,,,-3
D-2020_U1,,,,,"""I would like to review the contents of the class and acquire the meaning of the properties of the Z-transform and the procedure for the inverse Z-transform.""",,,,0
D-2020_U13,,"""I found out how to calculate the inverse Z transform""",,,"""I want to review the properties of the Z-transform""",,,,1
D-2020_U14,"""About Z Transform and Inverse Z Transform""","""How to do inverse z-transform""",,,,,,,0
D-2020_U15,"""Properties of Z Transform and How to Inverse Z Transform""","""Properties of Z Transform and How to Inverse Z Transform""",,,,,,,1
D-2020_U18,"""Z-transform has various properties such as linearity and transitivity theorem.
Like the Fourier transform and inverse Fourier transform, obtaining the original discrete-time signal from the Z transform is called the inverse Z transform.
Specific methods include the power series expansion method and the partial fraction expansion method. ""","""I was able to understand the mechanism of the partial fraction decomposition method by referring to examples.""","""The defining formula for the inverse Z-transform was presented, but I didn't quite understand the meaning of the middle formula.
In particular, I could not understand the explanation about how to take route c. """,,,,,,1
D-2020_U19,,"""I learned about the properties of the Z-transform and the inverse Z-transform.""","""I can't use the Z transform well unless I'm still looking at the slide.""",,,,,,0
D-2020_U2,"""X(z) can be restored to the original discrete signal x(n) by inverse Z-transform. There are two methods: power series expansion and partial fraction expansion.""",,,,,,,,1
D-2020_U21,"""Continued from last time""",,,,,,,,1
D-2020_U22,,,,,"""I felt that I still didn't have a good grasp of how to use knowledge maps well.
""",,,,1
D-2020_U25,,,,,"""Even with the same inverse z-transform, with the power series expansion method, I had to find the relationship between each term on my own, which was very difficult.""",,,,1
D-2020_U27,,"""I understood that there are two ways to solve the inverse z-transform.""",,,,,,,-1
D-2020_U28,"""inverse z-transform""",,,"""Nothing in particular.""","""I would like to review the material again for the next comprehensive review.""",,,,0
D-2020_U29,"""On the properties of Z-transform and inverse Z-transform""","""I learned to do the inverse Z-transform. I understood the properties of the Z-transform.""",,"""Is the inverse Z transform of z/(z-1) either u(n) or 1?
Or is it just special this time?""","""Inverse Z-transform is more difficult to transform than transforming.""",,,,1
D-2020_U31,"""The z-transform has properties such as linearity, transitivity theorem, product of exponential sequences, and convolution.
An inverse z-transform yields the original discrete-time signal.
A power series expansion method or a partial fraction decomposition method is used for the inverse z-transform. ""","""Properties of the z-transform, how to do the inverse z-transform.""",,,"""Today wasn't particularly difficult.
I want to be able to calculate the inverse z-transform well. """,,,,1
D-2020_U33,"""inverse z-transform""",,"""Nyquist frequency""",,,,,,0
D-2020_U34,"""Inverse Z Transform and Checking the Regions where it Can Be Done""","""I thought what I was doing was the same as the Laplace transform.""","""I wondered if it would be possible to get the original signal directly from the defining formula, like the inverse Laplace transform.""",,,,,,-2
D-2020_U35,"""Properties of Z Transform and How to Obtain Inverse Z Transform""","""How to find the inverse Z transform""",,,"""I was impressed that the inverse Z-transform was obtained without using complicated integrals.""",,,,-1
D-2020_U36,,"""The properties of the Z-transform and the technique of the inverse Z-transform.""",,,,,,,1
D-2020_U40,"""Definition of inverse Z-transform and how to obtain it concretely""","""What kind of calculation should I do when doing the inverse Z transform?""",,,,,,,1
D-2020_U41,,"""Inverse z-transform uses partial fraction expansion when calculated by hand""",,,,,,,0
D-2020_U42,,"""The inverse Z-transform can be easily performed using the partial fraction decomposition""","""There wasn't that much content this time, so I feel like if there weren't any miscalculations I'd be fine.""",,,,,,-1
D-2020_U43,"""How to use BRMAP""",,"""Nothing in particular""",,"""Nothing in particular""",,,,1
D-2020_U44,,"""It is difficult to obtain the inverse Z-transform directly from the Z-transform formula.
Simplify using partial fraction expansion and power series expansion.""",,,,,,,1
D-2020_U45,,"""By definition it is difficult to compute the inverse Z-transform using line integrals
Because it is difficult, we use partial fraction decomposition to calculate.""",,,,,,,0
D-2020_U46,"""To convert the z-transformed signal back to the original sequence of discrete-time signals, perform an inverse z-transform.
The inverse z-transformation can be performed by complex integration, but since it is difficult to calculate the complex integral, the inverse z-transformation is performed using the power series expansion method or the partial fraction expansion method. """,,,,,,,,0
D-2020_U47,"""Basic properties of Z-transform and inverse Z-transform to convert Z-transformed signal to original signal
""","""It was easy to understand because the basic properties, the method of inverse Z-transform, etc. were very similar to what I had learned before.""","""I don't think the power series expansion method, which is one of the inverse Z-transform methods, is necessary, but I will check how to do it.""",,,,,,0
D-2020_U48,,"""I was able to understand the properties of the Z transform, including the proof.
In addition, we were able to actually perform the inverse Z-transform using the procedure of the partial fraction expansion method.""",,,"""It was easy to understand as usual""",,,,1
D-2020_U49,"""The Z-transform also has properties similar to the Fourier transform, and the inverse Z-transform can use power series expansion and partial fraction expansion. I thought this was similar to how to find the inverse Laplace transform.""","""I understand two methods of inverse Z transform.""",,,"""It was easy to understand because there was a part similar to the inverse Laplace transform.""",,,,1
D-2020_U52,"""Continuing from last time, I learned about the Z-transform. Specifically, I learned about the properties of the Z-transform and the inverse Z-transform.""","""The properties of Z-transform include linearity and transitivity theorem. There are various methods for inverse Z-transform.""",,,"""I wanted to get used to the calculation of the inverse Z-transform by actually solving the exercises.""",,,,1
D-2020_U53,"""Properties of z-transform and inverse z-transform""",,,,,,,,-3
D-2020_U54,,,,,"""I was able to compute the inverse z-transform using partial fraction decomposition. I will continue to do my best.""",,,,0
D-2020_U55,"""About inverse z-transform""","""The definition of the inverse z-transform is the counterclockwise integration of the cycle c surrounding the origin in the convergence region, but it is difficult to calculate, so we use the partial fraction expansion method.""",,,,,,,1
D-2020_U57,"""The inverse Z-transform can restore x(n) from X(z)""",,,,"""I think I'll try calculating the power series expansion method.""",,,,-1
D-2020_U6,,"""The properties of the Z-transform include linearity, the transitive theorem, the product of exponential sequences, and the convolution theorem.
I also found two different procedures for inverse Z-transformation, the power series expansion method and the partial fraction expansion method.""",,,,,,,1
D-2020_U62,,"""Properties of Z-transform and inverse Z-transform. By using inverse Z-transform, it is possible to restore the sequence of the original discrete-time signal. Also, the specific method. Since integration in the complex plane is difficult, inverse Z-transformation is often performed using power series decomposition and partial fraction expansion, taking advantage of the fact that X(z) is a finite function of the variable z.""",,,"""In this class, we learned that unlike the previous Z-transform, the original signal can be restored by using the inverse Z-transform. However, integration over complex numbers is difficult. I would like to deepen my understanding of the inverse Z-transformation, noting that it must be transformed using series expansion and partial fraction decomposition.""",,,,0
D-2020_U63,,"""Method for Inverse z-Transform Using Partial Fraction Decomposition""",,,,,,,0
D-2020_U64,,"""I found that the inverse Z-transform can be done by doing partial fraction decomposition.
""",,,"""I'm starting to understand more and more about digital signal processing systems.""",,,,0
D-2020_U66,"""inverse z-transform""","""Find the inverse z-transform using partial fraction decomposition.""",,,,,,,1
D-2020_U7,,"""I was able to organize only the main points of the contents so far""",,,,,,,1
D-2020_U9,,,,,"""I want to deepen my understanding by doing examples.""",,,,-1
D-2021_U100,"""The z-transform has properties such as linearity, transitivity theorem, exponential function, and convolution theorem.
A discrete-time signal can be z-transformed, but the opposite phase difference is called an inverse z-transform. Since it is difficult to perform the inverse z-transform according to the definition, the power series expansion method and the partial fraction expansion method are used. ""","""I figured out how to do the inverse z-transform.""",,,"""It was good because I was able to understand it during class.""",,,,1
D-2021_U101,"""z-transform and inverse z-transform""","""I was able to understand the method of inverse z-transform and the properties of z-transform.""",,,,,,,1
D-2021_U102,,"""I learned about the properties of the z-transform and the inverse z-transform""",,,"""I want to solve more inverse z-transform problems and get used to it.""",,,,1
D-2021_U103,"""I learned about system stability conditions and their derivation.""","""By using the difference equation, we were able to know the stability from the transfer function of the system.""",,,"""In the connection of a linear time-invariant system, cascade connection is convolution, but I don't have a good image of convolution (I'm simply not good at it).
I wanted to understand it again.
This time, I overslept and was absent. I learned by taking notes beforehand and listening to the audio, but I feel like I was able to understand more than usual.
I felt that I was doing my usual homework properly, and I reflected on it.
""",,,,1
D-2021_U104,,,,,"""I forgot the retrospective journal for last week, so I'll add it later.""",,,,1
D-2021_U13,"""The inverse Z-transform is conditional on the condition that z is within the convergence region, and can generally be transformed by performing partial fraction decomposition.
""","""Partial fraction decomposition for inverse Z-transform""",,,,,,,1
D-2021_U14,"""Since it is difficult to make the inverse Z-transform as defined, we use the power series expansion method and the partial fraction expansion method.
""",,,,,,,,1
D-2021_U15,"""Understanding the properties of the z-transform""","""I was able to understand the properties of the z-transform and the calculation of the inverse z-transform""",,,,,,,1
